"동별(1)","동별(2)",동별(3),각세별(1),계,여자
"합계","소계",소계,합계,10312545,5201286
"합계","종로구",소계,합계,170578,85396
"합계","종로구",사직동,합계,10203,5407
"합계","종로구",삼청동,합계,3517,1827
"합계","종로구",부암동,합계,11406,5762
"합계","종로구",평창동,합계,19566,10151
"합계","종로구",무악동,합계,8663,4495
"합계","종로구",교남동,합계,9140,4633
"합계","종로구",가회동,합계,5709,2962
"합계","종로구",종로1.2.3.4가동,합계,8010,3383
"합계","종로구",종로5.6가동,합계,6302,2919
"합계","종로구",이화동,합계,9358,4840
"합계","종로구",혜화동,합계,12112,6215
"합계","종로구",명륜3가동,합계,6336,2967
"합계","종로구",창신1동,합계,7113,3388
"합계","종로구",창신2동,합계,11811,5802
"합계","종로구",창신3동,합계,8700,4350
"합계","종로구",숭인1동,합계,7594,3790
"합계","종로구",숭인2동,합계,9350,4462
"합계","종로구",청운효자동,합계,15688,8043
"합계","중구",소계,합계,132822,65943
"합계","중구",소공동,합계,1257,596
"합계","중구",회현동,합계,5537,2460
"합계","중구",명동,합계,3445,1908
"합계","중구",필동,합계,4675,2194
"합계","중구",장충동,합계,5675,2784
"합계","중구",광희동,합계,5758,2633
"합계","중구",을지로동,합계,2009,758
"합계","중구",신당1동,합계,8403,4068
"합계","중구",신당2동,합계,16823,8539
"합계","중구",신당3동,합계,19676,10158
"합계","중구",신당4동,합계,16211,8393
"합계","중구",신당5동,합계,8221,4044
"합계","중구",신당6동,합계,9686,4907
"합계","중구",황학동,합계,12705,6204
"합계","중구",중림동,합계,12741,6297
"합계","용산구",소계,합계,244853,125371
"합계","용산구",후암동,합계,20355,10181
"합계","용산구",용산2가동,합계,13355,6858
"합계","용산구",남영동,합계,7947,3245
"합계","용산구",원효로2동,합계,16222,8458
"합계","용산구",효창동,합계,11386,5854
"합계","용산구",용문동,합계,13433,6821
"합계","용산구",이촌1동,합계,27385,14611
"합계","용산구",이촌2동,합계,10609,5511
"합계","용산구",이태원1동,합계,8739,4728
"합계","용산구",이태원2동,합계,11441,6032
"합계","용산구",서빙고동,합계,11479,5950
"합계","용산구",보광동,합계,18461,9519
"합계","용산구",청파동,합계,24011,12266
"합계","용산구",원효로1동,합계,10979,5462
"합계","용산구",한강로동,합계,16021,7981
"합계","용산구",한남동,합계,23030,11894
"합계","성동구",소계,합계,309093,154026
"합계","성동구",왕십리2동,합계,18943,9506
"합계","성동구",마장동,합계,25826,12832
"합계","성동구",사근동,합계,10746,5029
"합계","성동구",행당1동,합계,17998,9114
"합계","성동구",행당2동,합계,25996,13494
"합계","성동구",응봉동,합계,17607,9136
"합계","성동구",금호1가동,합계,16077,8233
"합계","성동구",금호4가동,합계,15330,7775
"합계","성동구",성수1가1동,합계,18398,8930
"합계","성동구",성수1가2동,합계,19026,9330
"합계","성동구",성수2가1동,합계,21346,10254
"합계","성동구",성수2가3동,합계,12133,5875
"합계","성동구",송정동,합계,12520,5890
"합계","성동구",용답동,합계,17039,8073
"합계","성동구",왕십리도선동,합계,13045,6521
"합계","성동구",금호2.3가동,합계,22705,11632
"합계","성동구",옥수동,합계,24358,12402
"합계","광진구",소계,합계,375463,189439
"합계","광진구",화양동,합계,21499,10853
"합계","광진구",군자동,합계,21836,10797
"합계","광진구",중곡1동,합계,17082,8611
"합계","광진구",중곡2동,합계,23034,11663
"합계","광진구",중곡3동,합계,19762,9864
"합계","광진구",중곡4동,합계,32217,16183
"합계","광진구",능동,합계,10941,5722
"합계","광진구",구의1동,합계,23094,11915
"합계","광진구",구의2동,합계,26834,13500
"합계","광진구",구의3동,합계,30413,15656
"합계","광진구",광장동,합계,35522,18182
"합계","광진구",자양1동,합계,24710,12402
"합계","광진구",자양2동,합계,29440,14655
"합계","광진구",자양3동,합계,32298,16356
"합계","광진구",자양4동,합계,26781,13080
"합계","동대문구",소계,합계,366786,181912
"합계","동대문구",회기동,합계,10853,5594
"합계","동대문구",휘경1동,합계,17226,8582
"합계","동대문구",휘경2동,합계,24215,12247
"합계","동대문구",청량리동,합계,25122,12472
"합계","동대문구",용신동,합계,33017,15817
"합계","동대문구",제기동,합계,28308,13840
"합계","동대문구",전농1동,합계,28091,13549
"합계","동대문구",전농2동,합계,20163,10264
"합계","동대문구",답십리1동,합계,20766,10292
"합계","동대문구",답십리2동,합계,32645,16450
"합계","동대문구",장안1동,합계,36764,18118
"합계","동대문구",장안2동,합계,32963,16263
"합계","동대문구",이문1동,합계,32928,16442
"합계","동대문구",이문2동,합계,23725,11982
"합계","중랑구",소계,합계,427455,213072
"합계","중랑구",면목2동,합계,28964,14283
"합계","중랑구",면목4동,합계,23574,11941
"합계","중랑구",면목5동,합계,14615,7094
"합계","중랑구",면목7동,합계,26536,13290
"합계","중랑구",상봉1동,합계,26117,13168
"합계","중랑구",상봉2동,합계,18817,9275
"합계","중랑구",중화1동,합계,21982,10995
"합계","중랑구",중화2동,합계,31737,15379
"합계","중랑구",묵1동,합계,34802,17622
"합계","중랑구",묵2동,합계,20408,10123
"합계","중랑구",망우3동,합계,19807,9816
"합계","중랑구",신내1동,합계,32503,16395
"합계","중랑구",신내2동,합계,25702,13114
"합계","중랑구",면목본동,합계,37055,18449
"합계","중랑구",면목3.8동,합계,30326,15092
"합계","중랑구",망우본동,합계,34510,17036
"합계","성북구",소계,합계,488932,247005
"합계","성북구",돈암1동,합계,17062,8799
"합계","성북구",돈암2동,합계,24408,12535
"합계","성북구",안암동,합계,17070,8366
"합계","성북구",보문동,합계,16090,8004
"합계","성북구",정능1동,합계,20617,10697
"합계","성북구",정능2동,합계,25029,12620
"합계","성북구",정능3동,합계,18615,9292
"합계","성북구",정능4동,합계,28250,14329
"합계","성북구",길음1동,합계,36306,18567
"합계","성북구",길음2동,합계,20440,10371
"합계","성북구",월곡1동,합계,28988,14534
"합계","성북구",월곡2동,합계,21592,10923
"합계","성북구",장위1동,합계,27086,13509
"합계","성북구",장위2동,합계,23996,11854
"합계","성북구",장위3동,합계,20098,9781
"합계","성북구",성북동,합계,19260,9950
"합계","성북구",삼선동,합계,27300,13976
"합계","성북구",동선동,합계,15858,8612
"합계","성북구",종암동,합계,42720,21384
"합계","성북구",석관동,합계,38147,18902
"합계","강북구",소계,합계,346520,174411
"합계","강북구",번1동,합계,20826,10477
"합계","강북구",번2동,합계,20647,10451
"합계","강북구",번3동,합계,21717,11162
"합계","강북구",수유1동,합계,23520,11654
"합계","강북구",수유2동,합계,23798,12011
"합계","강북구",수유3동,합계,24101,12097
"합계","강북구",삼양동,합계,32903,16371
"합계","강북구",미아동,합계,24117,11977
"합계","강북구",송중동,합계,35664,18233
"합계","강북구",송천동,합계,32904,16370
"합계","강북구",삼각산동,합계,30589,15515
"합계","강북구",우이동,합계,21885,10887
"합계","강북구",인수동,합계,33849,17206
"합계","도봉구",소계,합계,368298,185891
"합계","도봉구",쌍문1동,합계,22496,11410
"합계","도봉구",쌍문2동,합계,21692,11000
"합계","도봉구",쌍문3동,합계,18714,9548
"합계","도봉구",쌍문4동,합계,21996,11340
"합계","도봉구",방학1동,합계,32500,16184
"합계","도봉구",방학2동,합계,24653,12170
"합계","도봉구",방학3동,합계,32658,16583
"합계","도봉구",창1동,합계,28991,14801
"합계","도봉구",창2동,합계,31517,15925
"합계","도봉구",창3동,합계,16573,8190
"합계","도봉구",창4동,합계,31317,16113
"합계","도봉구",창5동,합계,28351,14375
"합계","도봉구",도봉1동,합계,25077,12321
"합계","도봉구",도봉2동,합계,31763,15931
"합계","노원구",소계,합계,611230,311846
"합계","노원구",월계1동,합계,24083,11803
"합계","노원구",월계2동,합계,31643,16119
"합계","노원구",월계3동,합계,36741,18788
"합계","노원구",공릉2동,합계,46309,23257
"합계","노원구",하계1동,합계,31281,16052
"합계","노원구",하계2동,합계,26402,13506
"합계","노원구",중계본동,합계,30739,15536
"합계","노원구",중계1동,합계,31159,15880
"합계","노원구",중계4동,합계,23340,11929
"합계","노원구",상계1동,합계,44595,22529
"합계","노원구",상계2동,합계,23124,11612
"합계","노원구",상계5동,합계,24768,12614
"합계","노원구",상계8동,합계,27667,14381
"합계","노원구",상계9동,합계,25403,13022
"합계","노원구",상계10동,합계,21071,11061
"합계","노원구",공릉1.3동,합계,41036,20839
"합계","노원구",상계3.4동,합계,41017,20305
"합계","노원구",상계6.7동,합계,37873,19942
"합계","노원구",중계2.3동,합계,42979,22671
"합계","은평구",소계,합계,488109,247573
"합계","은평구",녹번동,합계,36033,18452
"합계","은평구",불광1동,합계,38592,19627
"합계","은평구",갈현1동,합계,26713,13442
"합계","은평구",갈현2동,합계,28002,14424
"합계","은평구",구산동,합계,33788,16339
"합계","은평구",대조동,합계,31468,16315
"합계","은평구",응암1동,합계,32538,16586
"합계","은평구",응암2동,합계,20043,10062
"합계","은평구",신사1동,합계,27572,13981
"합계","은평구",신사2동,합계,23784,11734
"합계","은평구",증산동,합계,21957,11030
"합계","은평구",수색동,합계,20703,10322
"합계","은평구",진관동,합계,41101,21211
"합계","은평구",불광2동,합계,31161,15835
"합계","은평구",응암3동,합계,27813,14043
"합계","은평구",역촌동,합계,46841,24170
"합계","서대문구",소계,합계,324541,165684
"합계","서대문구",천연동,합계,20602,10536
"합계","서대문구",홍제1동,합계,28346,14671
"합계","서대문구",홍제3동,합계,20743,10604
"합계","서대문구",홍제2동,합계,16282,8439
"합계","서대문구",홍은1동,합계,27080,13776
"합계","서대문구",홍은2동,합계,29912,15116
"합계","서대문구",남가좌1동,합계,4428,2180
"합계","서대문구",남가좌2동,합계,31549,16043
"합계","서대문구",북가좌1동,합계,10617,5253
"합계","서대문구",북가좌2동,합계,35195,17795
"합계","서대문구",충현동,합계,24060,12126
"합계","서대문구",북아현동,합계,15501,8020
"합계","서대문구",신촌동,합계,18407,9788
"합계","서대문구",연희동,합계,41819,21337
"합계","마포구",소계,합계,391865,200831
"합계","마포구",용강동,합계,21129,10911
"합계","마포구",대흥동,합계,14930,7618
"합계","마포구",염리동,합계,18411,9290
"합계","마포구",신수동,합계,23342,11789
"합계","마포구",서교동,합계,28905,15378
"합계","마포구",합정동,합계,21203,10797
"합계","마포구",망원1동,합계,24721,12558
"합계","마포구",망원2동,합계,21746,11122
"합계","마포구",연남동,합계,19622,10173
"합계","마포구",성산1동,합계,20712,10557
"합계","마포구",성산2동,합계,41667,21383
"합계","마포구",상암동,합계,30658,15547
"합계","마포구",도화동,합계,23672,12165
"합계","마포구",서강동,합계,27358,14184
"합계","마포구",공덕동,합계,36310,18382
"합계","마포구",아현동,합계,17479,8977
"합계","양천구",소계,합계,500001,250977
"합계","양천구",목1동,합계,33598,17204
"합계","양천구",목2동,합계,32039,16125
"합계","양천구",목3동,합계,23438,11843
"합계","양천구",목4동,합계,29143,14534
"합계","양천구",신월1동,합계,24829,12033
"합계","양천구",신월2동,합계,21008,10461
"합계","양천구",신월3동,합계,18802,9122
"합계","양천구",신월4동,합계,19255,9611
"합계","양천구",신월5동,합계,16318,8240
"합계","양천구",신월6동,합계,14454,7136
"합계","양천구",신월7동,합계,26346,13128
"합계","양천구",신정1동,합계,24324,12348
"합계","양천구",신정2동,합계,22974,11545
"합계","양천구",신정3동,합계,48679,24500
"합계","양천구",신정6동,합계,27501,14032
"합계","양천구",신정7동,합계,33844,17051
"합계","양천구",목5동,합계,46549,23425
"합계","양천구",신정4동,합계,36900,18639
"합계","강서구",소계,합계,574127,290879
"합계","강서구",염창동,합계,42751,21576
"합계","강서구",등촌1동,합계,21380,10768
"합계","강서구",등촌2동,합계,22716,11290
"합계","강서구",등촌3동,합계,38064,19826
"합계","강서구",화곡본동,합계,36514,18511
"합계","강서구",화곡2동,합계,20890,10581
"합계","강서구",화곡3동,합계,24184,12367
"합계","강서구",화곡4동,합계,23061,11538
"합계","강서구",화곡6동,합계,25119,12649
"합계","강서구",화곡8동,합계,27658,14049
"합계","강서구",가양1동,합계,20967,10398
"합계","강서구",가양2동,합계,18442,9537
"합계","강서구",가양3동,합계,19377,10007
"합계","강서구",발산1동,합계,33633,17356
"합계","강서구",공항동,합계,21614,10561
"합계","강서구",방화1동,합계,31391,15582
"합계","강서구",방화2동,합계,26370,13293
"합계","강서구",방화3동,합계,27973,14377
"합계","강서구",화곡1동,합계,51616,25891
"합계","강서구",우장산동,합계,40407,20722
"합계","구로구",소계,합계,423736,209704
"합계","구로구",신도림동,합계,36987,18643
"합계","구로구",구로1동,합계,23167,11583
"합계","구로구",구로3동,합계,27496,13549
"합계","구로구",구로4동,합계,27243,13530
"합계","구로구",구로5동,합계,31548,15612
"합계","구로구",고척1동,합계,26228,12999
"합계","구로구",고척2동,합계,31446,15443
"합계","구로구",개봉2동,합계,35488,17922
"합계","구로구",개봉3동,합계,22334,11159
"합계","구로구",오류1동,합계,21002,10454
"합계","구로구",오류2동,합계,29274,14442
"합계","구로구",수궁동,합계,25409,12623
"합계","구로구",가리봉동,합계,15450,7016
"합계","구로구",구로2동,합계,34151,16699
"합계","구로구",개봉1동,합계,36513,18030
"합계","금천구",소계,합계,245195,119667
"합계","금천구",가산동,합계,19730,8708
"합계","금천구",독산1동,합계,32061,15447
"합계","금천구",독산2동,합계,23824,11719
"합계","금천구",독산3동,합계,29418,14528
"합계","금천구",독산4동,합계,19839,9692
"합계","금천구",시흥1동,합계,31876,15645
"합계","금천구",시흥2동,합계,25679,12851
"합계","금천구",시흥3동,합계,12834,6326
"합계","금천구",시흥4동,합계,24929,12339
"합계","금천구",시흥5동,합계,25005,12412
"합계","영등포구",소계,합계,406833,201727
"합계","영등포구",여의동,합계,34323,17857
"합계","영등포구",당산1동,합계,21507,10712
"합계","영등포구",당산2동,합계,33677,17111
"합계","영등포구",양평1동,합계,16899,8383
"합계","영등포구",양평2동,합계,21711,10662
"합계","영등포구",신길1동,합계,21610,10699
"합계","영등포구",신길3동,합계,19557,9756
"합계","영등포구",신길4동,합계,13495,6683
"합계","영등포구",신길5동,합계,17619,8730
"합계","영등포구",신길6동,합계,24897,12424
"합계","영등포구",신길7동,합계,19054,9514
"합계","영등포구",대림1동,합계,17272,8523
"합계","영등포구",대림2동,합계,19081,9561
"합계","영등포구",대림3동,합계,29584,14550
"합계","영등포구",영등포본동,합계,26097,12818
"합계","영등포구",영등포동,합계,18870,8171
"합계","영등포구",도림동,합계,19241,9420
"합계","영등포구",문래동,합계,32339,16153
"합계","동작구",소계,합계,402709,204122
"합계","동작구",노량진2동,합계,16931,8494
"합계","동작구",상도1동,합계,39245,19868
"합계","동작구",상도2동,합계,26659,13622
"합계","동작구",상도3동,합계,24893,12622
"합계","동작구",상도4동,합계,30146,15099
"합계","동작구",사당1동,합계,23313,12074
"합계","동작구",사당3동,합계,25313,12849
"합계","동작구",사당4동,합계,15382,7826
"합계","동작구",사당5동,합계,15806,7932
"합계","동작구",대방동,합계,40526,20697
"합계","동작구",신대방1동,합계,26705,13555
"합계","동작구",신대방2동,합계,20933,10691
"합계","동작구",흑석동,합계,32549,16477
"합계","동작구",노량진1동,합계,34028,16908
"합계","동작구",사당2동,합계,30280,15408
"합계","관악구",소계,합계,531434,261651
"합계","관악구",보라매동,합계,27295,13720
"합계","관악구",청림동,합계,17296,8752
"합계","관악구",행운동,합계,30095,15097
"합계","관악구",낙성대동,합계,17857,8609
"합계","관악구",중앙동,합계,14905,7523
"합계","관악구",인헌동,합계,28788,14442
"합계","관악구",남현동,합계,17757,9178
"합계","관악구",서원동,합계,24200,12004
"합계","관악구",신원동,합계,20412,10286
"합계","관악구",서림동,합계,24719,11153
"합계","관악구",신사동,합계,25867,12885
"합계","관악구",신림동,합계,18415,9294
"합계","관악구",난향동,합계,18221,9101
"합계","관악구",조원동,합계,18445,9094
"합계","관악구",대학동,합계,23121,9282
"합계","관악구",은천동,합계,37091,18538
"합계","관악구",성현동,합계,35301,17861
"합계","관악구",청룡동,합계,33924,16822
"합계","관악구",난곡동,합계,31918,15559
"합계","관악구",삼성동,합계,30781,15188
"합계","관악구",미성동,합계,35026,17263
"합계","서초구",소계,합계,434720,224068
"합계","서초구",서초1동,합계,21395,10992
"합계","서초구",서초2동,합계,23491,11906
"합계","서초구",서초3동,합계,31312,15636
"합계","서초구",서초4동,합계,31352,16069
"합계","서초구",잠원동,합계,37310,19496
"합계","서초구",반포본동,합계,13592,7150
"합계","서초구",반포1동,합계,31818,16673
"합계","서초구",반포2동,합계,21990,11542
"합계","서초구",반포3동,합계,24585,12763
"합계","서초구",반포4동,합계,20872,10874
"합계","서초구",방배본동,합계,21949,11550
"합계","서초구",방배1동,합계,17301,8951
"합계","서초구",방배2동,합계,28230,14532
"합계","서초구",방배3동,합계,26529,13547
"합계","서초구",방배4동,합계,26483,14048
"합계","서초구",양재1동,합계,26452,13671
"합계","서초구",양재2동,합계,23696,11687
"합계","서초구",내곡동,합계,6363,2981
"합계","강남구",소계,합계,570095,295792
"합계","강남구",신사동,합계,20735,11014
"합계","강남구",논현1동,합계,27516,14603
"합계","강남구",논현2동,합계,23965,12678
"합계","강남구",삼성1동,합계,15885,7852
"합계","강남구",삼성2동,합계,32653,16962
"합계","강남구",대치1동,합계,26196,13342
"합계","강남구",대치4동,합계,22217,11747
"합계","강남구",역삼1동,합계,35769,18795
"합계","강남구",역삼2동,합계,34825,18373
"합계","강남구",도곡1동,합계,21760,11368
"합계","강남구",도곡2동,합계,34444,18162
"합계","강남구",개포1동,합계,21992,11438
"합계","강남구",개포4동,합계,24661,12565
"합계","강남구",일원본동,합계,23476,12076
"합계","강남구",일원1동,합계,19324,9841
"합계","강남구",일원2동,합계,19768,10053
"합계","강남구",수서동,합계,17535,9507
"합계","강남구",세곡동,합계,5109,2480
"합계","강남구",압구정동,합계,29655,15809
"합계","강남구",청담동,합계,31757,16456
"합계","강남구",대치2동,합계,45061,22116
"합계","강남구",개포2동,합계,35792,18555
"합계","송파구",소계,합계,685279,348920
"합계","송파구",풍납1동,합계,19818,10030
"합계","송파구",풍납2동,합계,29278,15016
"합계","송파구",거여1동,합계,16156,7950
"합계","송파구",거여2동,합계,29627,14549
"합계","송파구",마천1동,합계,19398,9512
"합계","송파구",마천2동,합계,23559,11515
"합계","송파구",방이1동,합계,17265,8775
"합계","송파구",방이2동,합계,26110,13248
"합계","송파구",오륜동,합계,20677,10614
"합계","송파구",오금동,합계,39454,19811
"합계","송파구",송파1동,합계,27560,14374
"합계","송파구",송파2동,합계,20682,10535
"합계","송파구",석촌동,합계,35609,18254
"합계","송파구",삼전동,합계,35392,18369
"합계","송파구",가락본동,합계,29812,14848
"합계","송파구",가락1동,합계,15639,7938
"합계","송파구",가락2동,합계,36628,18494
"합계","송파구",문정1동,합계,22822,11554
"합계","송파구",문정2동,합계,16282,8329
"합계","송파구",장지동,합계,37472,19001
"합계","송파구",잠실본동,합계,31178,16340
"합계","송파구",잠실4동,합계,31457,16074
"합계","송파구",잠실6동,합계,17743,9215
"합계","송파구",잠실7동,합계,10915,5739
"합계","송파구",잠실2동,합계,36841,19161
"합계","송파구",잠실3동,합계,37905,19675
"합계","강동구",소계,합계,491871,245379
"합계","강동구",강일동,합계,21527,10966
"합계","강동구",상일동,합계,28769,14332
"합계","강동구",명일1동,합계,28974,14712
"합계","강동구",명일2동,합계,19126,9460
"합계","강동구",고덕1동,합계,23809,11859
"합계","강동구",고덕2동,합계,18786,9143
"합계","강동구",암사2동,합계,16486,8356
"합계","강동구",암사3동,합계,19371,9836
"합계","강동구",천호1동,합계,32109,15868
"합계","강동구",천호3동,합계,27465,13590
"합계","강동구",성내1동,합계,21432,10763
"합계","강동구",성내2동,합계,27168,13637
"합계","강동구",성내3동,합계,25543,12726
"합계","강동구",둔촌1동,합계,20613,9952
"합계","강동구",둔촌2동,합계,30077,15167
"합계","강동구",암사1동,합계,39691,19720
"합계","강동구",천호2동,합계,38726,19158
"합계","강동구",길동,합계,52199,26134
